SYMBOL,TICKER,COMPANY NAME,CURRENT PRICE,OPEN,HIGH,LOW,CLOSE PRICE,CHANGE,CHANGE %,VOLUME AVG,52WHIGH,52W-LOW,MARKET CAP(CR),3D CHART
ESSENTIA,NSE:ESSENTIA,Integra Essentia Limited,1.63,1.65,1.66,1.62,1.63,0,0,2661026,3.72,1.58,174.1524594,
ESTER,NSE:ESTER,Ester Industries Limited,107.48,108.29,109.2,106.7,107.86,-0.38,-0.35,179110,174.9,102.35,1030.869302,
ETERNAL,NSE:ETERNAL,ETERNAL LIMITED,302.2,308,308.7,300.55,306.85,-4.65,-1.52,31475873,368.45,209.86,274675.0562,
ETHOSLTD,NSE:ETHOSLTD,Ethos Limited,3181,3200,3245.9,3165.7,3178.7,2.3,0.07,29212,3245.9,1931.95,7986.70356,
EUREKAFORB,NSE:EUREKAFORB,Eureka Forbes Limited,611,594.9,617.05,591.4,591.25,19.75,3.34,220802,655.5,461.5,11393.20091,
EUROBOND,NSE:EUROBOND,Euro Panel Products Limited,184,179.5,191,179.5,179.84,4.16,2.31,11805,254.5,177,448.68952,
EUROTEXIND,NSE:EUROTEXIND,Eurotex Industries and Exports Limited,21.28,#N/A,#N/A,#N/A,21.28,0,0,7537,23.58,9.9,18.52018,
EVEREADY,NSE:EVEREADY,Eveready Industries India Limited,337,338.7,340,331.25,338.65,-1.65,-0.49,119372,475.2,272.3,2282.529733,
EVERESTIND,NSE:EVERESTIND,Everest Industries Limited,538,524,545,517.9,524.15,13.85,2.64,10715,854.4,420,880.774326,
EXCEL,NSE:EXCEL,Excel Realty N Infra Limited,1.45,1.45,1.47,1.43,1.45,0,0,3258114,1.85,0.65,199.2766416,
EXCELINDUS,NSE:EXCELINDUS,Excel Industries Limited,940,945.5,956.3,940,942.7,-2.7,-0.29,8140,1561.95,799.1,1169.298658,
EXICOM,NSE:EXICOM,Exicom Tele-Systems Limited,114.49,117.27,117.78,114.11,116.48,-1.99,-1.71,274412,284.25,108.46,1538.718136,
EXIDEIND,NSE:EXIDEIND,Exide Industries Limited,368,368,369.35,364,365.15,2.85,0.78,1875096,472.5,328,31314.19453,
EXPLEOSOL,NSE:EXPLEOSOL,Expleo Solutions Limited,1110,1102.6,1134.6,1094.6,1103.8,6.2,0.56,20457,1567.45,735.35,1643.648443,
EXXARO,NSE:EXXARO,Exxaro Tiles Limited,8.2,8.2,8.49,8.16,8.32,-0.12,-1.44,2487506,11.6,5.45,366.7038375,
FACT,NSE:FACT,Fertilizers and Chemicals Travancore Limited,884.7,878,889.95,878,874.9,9.8,1.12,137079,1112,565,56355.87742,
FAIRCHEMOR,NSE:FAIRCHEMOR,Fairchem Organics Limited,650,646.25,654,646.2,646.1,3.9,0.6,55747,1307,541.55,859.7842425,
FAZE3Q,NSE:FAZE3Q,Faze Three Limited,529,547,551.35,529,547,-18,-3.29,112313,747.95,317.75,1274.40779,
FCL,NSE:FCL,Fineotex Chemical Limited,24.3,24.44,24.51,24,24.25,0.05,0.21,6715997,36.25,20.7,2796.745232,
FCONSUMER,NSE:FCONSUMER,Future Consumer Limited,0.48,0.46,0.48,0.46,0.46,0.02,4.35,581677,0.68,0.38,95.8576298,
FCSSOFT,NSE:FCSSOFT,FCS Software Solutions Limited,2.01,2.01,2.04,2,2.01,0,0,4694231,4.12,1.78,343.4836723,
FDC,NSE:FDC,FDC Limited,414.05,422,422,410.4,418.8,-4.75,-1.13,150495,527.8,366.25,6597.326546,
FEDERALBNK,NSE:FEDERALBNK,The Federal Bank Limited,255.35,256,256.9,253.3,256.37,-1.02,-0.4,11243191,258.8,172.66,62590.43571,
FEDFINA,NSE:FEDFINA,Fedbank Financial Services Limited,147.34,148.39,149.01,146.67,147,0.34,0.23,1276843,166.8,80,5387.491596,
FEL,NSE:FEL,Future Enterprises Limited,0.44,0.44,0.44,0.44,0.43,0.01,2.33,524615,0.79,0.34,31.6075186,
FELDVR,NSE:FELDVR,Future Enterprises Limited,3,3.08,3.08,2.92,3.08,-0.08,-2.6,2945,5.86,2.92,31.6075186,
FIBERWEB,NSE:FIBERWEB,Fiberweb (India) Limited,37.77,37.1,40.9,37.1,37.76,0.01,0.03,43985,65.99,34.8,107.433258,
FIEMIND,NSE:FIEMIND,Fiem Industries Limited,2229,2300,2300,2201.2,2282.6,-53.6,-2.35,78458,2378.1,1255.1,5675.005023,
FILATEX,NSE:FILATEX,Filatex India Limited,53.88,54.03,54.4,53.42,54.04,-0.16,-0.3,1657434,73.39,34,2375.566272,
FILATFASH,NSE:FILATFASH,Filatex Fashions Limited,0.39,0.39,0.4,0.38,0.39,0,0,50607285,1.02,0.38,331.3737058,
FINCABLES,NSE:FINCABLES,Finolex Cables Limited,751,759,761.6,750.25,756.4,-5.4,-0.71,255688,1342.75,742.05,11295.21273,
FINEORG,NSE:FINEORG,Fine Organic Industries Limited,4480,4419.5,4493.8,4419.5,4464.1,15.9,0.36,13200,5494,3407,13684.88499,
FINOPB,NSE:FINOPB,Fino Payments Bank Limited,298.25,295,307,295,292.15,6.1,2.09,670539,372.2,200,2260.847142,
FINPIPE,NSE:FINPIPE,Finolex Industries Limited,180.35,185.34,186.2,179.2,184.51,-4.16,-2.25,552463,278.55,153.92,10990.08932,
FIRSTCRY,NSE:FIRSTCRY,Brainbees Solutions Limited,305.95,315.2,318.35,304.8,315.2,-9.25,-2.93,730745,664.65,286.05,13370.92726,
FISCHER,NSE:FISCHER,Fischer Medical Ventures Limited,45.5,46,47.07,44.91,46.53,-1.03,-2.21,2837411,124.7,40.79,2726.778271,
FIVESTAR,NSE:FIVESTAR,Five-Star Business Finance Limited,592,605,605.2,587,605,-13,-2.15,3290706,850,501,17321.81495,
FLAIR,NSE:FLAIR,Flair Writing Industries Limited,293.85,300.8,307.25,290.95,300.8,-6.95,-2.31,190413,357,194.03,2994.975094,
FLEXITUFF,NSE:FLEXITUFF,Flexituff Ventures International Limited,15.89,15.89,15.89,15.89,15.14,0.75,4.95,16349,74.19,12.39,47.0737403,
FLFL,NSE:FLFL,Future Lifestyle Fashions Limited,1.41,1.38,1.41,1.36,1.37,0.04,2.92,79129,2.45,1.17,27.6432655,
FLUOROCHEM,NSE:FLUOROCHEM,Gujarat Fluorochemicals Limited,3469,3459.9,3500,3406.4,3445.3,23.7,0.69,81352,4534.75,3220.6,38133.0788,
FMGOETZE,NSE:FMGOETZE,Federal-Mogul Goetze (India) Limited.,466.25,473.85,475.85,465.05,471.95,-5.7,-1.21,122186,622,308,2570.963113,
FMNL,NSE:FMNL,Future Market Networks Limited,9.85,10.07,10.29,9.51,9.83,0.02,0.2,55545,28.17,8.95,60.2616128,
FOCUS,NSE:FOCUS,Focus Lighting and Fixtures Limited,74.74,73.81,75.5,72.52,72.59,2.15,2.96,48119,144,63.78,503.3790426,
FOODSIN,NSE:FOODSIN,Foods & Inns Limited,74.11,75.99,76.95,74.1,75.06,-0.95,-1.27,78715,129.33,72,524.7291894,
FORCEMOT,NSE:FORCEMOT,FORCE MOTORS LTD,17248,17079,17472,16851,16959,289,1.7,67486,21990,6125,22301.02582,
FORTIS,NSE:FORTIS,Fortis Healthcare Limited,921.5,932.9,935,916.2,932.9,-11.4,-1.22,4141377,1104.3,577,69565.43476,
FOSECOIND,NSE:FOSECOIND,Foseco India Limited,5144,5215,5291,5100,5162.5,-18.5,-0.36,1608,6846,3205,3208.5616,
FSC,NSE:FSC,Future Supply Chain Solutions Limited,2.75,2.75,2.75,2.75,2.62,0.13,4.96,46315,2.97,1.55,12.00348,#N/A
FSL,NSE:FSL,Firstsource Solutions Limited,350,353.35,354.9,347.05,352.6,-2.6,-0.74,1507320,422.3,270,23331.2415,
FUSION,NSE:FUSION,Fusion Finance Limited,173.1,176.5,177.62,171.64,177.19,-4.09,-2.31,290109,211.8,123.96,2195.700875,
GABRIEL,NSE:GABRIEL,Gabriel India Limited,1033.9,1057.1,1067.1,1030,1057,-23.1,-2.19,513840,1388,387,14803.00329,
GAEL,NSE:GAEL,Gujarat Ambuja Exports Limited,107.1,108.44,109.01,106.5,108.44,-1.34,-1.24,916214,144.73,98.72,4859.969808,
GAIL,NSE:GAIL,GAIL (India) Limited,184.1,185.2,186.87,183.12,185.16,-1.06,-0.57,7733974,213.4,150.52,120830.2323,
GALAPREC,NSE:GALAPREC,Gala Precision Engineering Limited,744.5,730.05,759.95,727.55,728.3,16.2,2.22,10124,1480,711.7,935.82161,
GALAXYSURF,NSE:GALAXYSURF,Galaxy Surfactants Limited,2023,2031.1,2049.6,2016,2026.1,-3.1,-0.15,13747,2960,2015.5,7133.804027,
GALLANTT,NSE:GALLANTT,Gallantt Ispat Limited,595.9,595,608.45,588.2,591.85,4.05,0.68,677779,802.25,292.05,14319.19751,
GANDHAR,NSE:GANDHAR,Gandhar Oil Refinery (India) Limited,130.75,132.7,132.8,129.22,131.39,-0.64,-0.49,180880,244.4,128.48,1289.578552,
GANDHITUBE,NSE:GANDHITUBE,Gandhi Special Tubes Limited,775,756,783.9,756,764.35,10.65,1.39,10279,1031.8,585.5,921.151371,
GANECOS,NSE:GANECOS,Ganesha Ecosphere Limited,924.1,945.1,949.2,914,945.1,-21,-2.22,149565,2484.2,829.5,2218.989522,
GANESHBE,NSE:GANESHBE,Ganesh Benzoplast Limited,84.99,85,85.7,83.75,84.64,0.35,0.41,82929,150.9,79.2,580.5263051,
GANESHHOUC,NSE:GANESHHOUC,Ganesh Housing Corporation Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GANGAFORGE,NSE:GANGAFORGE,Ganga Forging Limited,3.25,3.38,3.38,3.21,3.3,-0.05,-1.52,440688,7.8,2.98,42.256045,
GANGESSECU,NSE:GANGESSECU,Ganges Securities Limited,152.83,149.41,153.68,148.3,151.27,1.56,1.03,13240,227.8,125,153.7680723,
GANGOTRI,NSE:GANGOTRI,Gangotri Textiles Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GARFIBRES,NSE:GARFIBRES,Garware Technical Fibres Limited,702,703.7,713.35,696,703.7,-1.7,-0.24,75875,986.39,674.2,7016.693614,
GARUDA,NSE:GARUDA,Garuda Construction and Engineering Limited,216.11,224,224.8,214.89,223.66,-7.55,-3.38,3093250,249.3,87.5,1858.517983,
GATECH,NSE:GATECH,GACM Technologies Limited,0.6,0.61,0.61,0.59,0.6,0,0,10588182,1.21,0.44,65.8108226,
GATECHDVR,NSE:GATECHDVR,GACM Technologies Limited,0.51,0.51,0.51,0.5,0.51,0,0,939138,1.16,0.42,65.8108226,
GATEWAY,NSE:GATEWAY,Gateway Distriparks Limited,58.87,59.99,59.99,58.56,59.72,-0.85,-1.42,675058,92.3,56.49,2824.271126,
GAYAHWS,NSE:GAYAHWS,Gayatri Highways Limited,3.29,3.5,3.5,3.29,3.47,-0.18,-5.19,691578,4.76,0.74,81.2153876,
GAYAPROJ,NSE:GAYAPROJ,Gayatri Projects Limited,11.53,11.53,11.53,11.53,11.53,0,0,22945,11.53,5.39,214.6864,
GEECEE,NSE:GEECEE,GeeCee Ventures Limited,364.8,366.8,370.05,360.5,366.8,-2,-0.55,7190,467.7,322.1,737.1388973,
GEEKAYWIRE,NSE:GEEKAYWIRE,Geekay Wires Limited,33.47,31.95,33.48,31.51,31.77,1.7,5.35,153664,59.43,29.65,346.2059945,
GEMAROMA,NSE:GEMAROMA,Gem Aromatics Limited,170.02,173,174.13,169,171.8,-1.78,-1.04,323718,349.6,167.5,870.1736031,
GENCON,NSE:GENCON,Generic Engineering Construction and Projects Limited,42.5,43.3,44.5,39.98,43.35,-0.85,-1.96,189738,55.92,21.96,235.67321,
GENESYS,NSE:GENESYS,Genesys International Corporation Limited,428.6,440,448.8,428.6,438.55,-9.95,-2.27,323825,1055,428.6,1771.840929,
GENSOL,NSE:GENSOL,Gensol Engineering Limited,28.78,27.29,28.78,27.1,27.41,1.37,5,124807,832,26.8,111.7435618,
GENUSPAPER,NSE:GENUSPAPER,Genus Paper & Boards Limited,14.21,14.68,14.68,14.16,14.48,-0.27,-1.86,122932,24.9,13.5,346.3559619,
GENUSPOWER,NSE:GENUSPOWER,Genus Power Infrastructures Limited,320.4,326,328.15,319,323.05,-2.65,-0.82,862437,486.05,236.85,9682.648016,
GEOJITFSL,NSE:GEOJITFSL,Geojit Financial Services Limited,70.1,72.2,72.8,68.6,72.16,-2.06,-2.85,443846,137.8,60.73,1920.295524,
GESHIP,NSE:GESHIP,The Great Eastern Shipping Company Limited,1095.1,1099.9,1115.9,1077.2,1093.9,1.2,0.11,390057,1179,797.5,15468.40762,
GFLLIMITED,NSE:GFLLIMITED,GFL Limited,61.2,61.65,61.76,59.76,60.74,0.46,0.76,271170,104.6,48.7,649.6328205,
GFSTEELS,NSE:GFSTEELS,Grand Foundry Limited,10.72,10.72,10.72,10.72,10.72,0,0,1765,10.72,7.62,32.44659,
GHCL,NSE:GHCL,GHCL Limited,574.5,569.2,608.65,569.2,567.8,6.7,1.18,183125,779,511.05,5561.298024,
GHCLTEXTIL,NSE:GHCLTEXTIL,GHCL Textiles Limited,78.2,79.51,80.27,77.25,79.12,-0.92,-1.16,119945,116.25,65,709.1864665,
GICHSGFIN,NSE:GICHSGFIN,GIC Housing Finance Limited,171.85,172,172.86,171.06,171.73,0.12,0.07,103203,229.5,156.01,890.5701735,
GICRE,NSE:GICRE,General Insurance Corporation of India,384.75,393.45,394.5,384.05,392.5,-7.75,-1.97,521024,525.5,351,64667.93355,
GILLANDERS,NSE:GILLANDERS,Gillanders Arbuthnot & Company Limited,114.4,118,120,114,118.02,-3.62,-3.07,7913,151.9,91.62,241.5346402,
GILLETTE,NSE:GILLETTE,Gillette India Limited,8747,8486,9065,8448,8428,319,3.79,29702,11500,7411.65,28408.79525,
GINNIFILA,NSE:GINNIFILA,Ginni Filaments Limited,40.75,39.4,40.98,38.2,38.17,2.58,6.76,100630,57.8,19.01,345.521206,
GIPCL,NSE:GIPCL,Gujarat Industries Power Company Limited,165.16,165.05,167.45,164,165.74,-0.58,-0.35,389418,268.5,148.1,2470.304781,
GKWLIMITED,NSE:GKWLIMITED,GKW Limited,1800,1752,1800,1749.9,1785.6,14.4,0.81,620,2780.05,1371,999.78984,
GLAND,NSE:GLAND,Gland Pharma Limited,1770,1795,1800.9,1770,1795.8,-25.8,-1.44,157933,2131,1277.8,28928.4729,
GLAXO,NSE:GLAXO,GlaxoSmithKline Pharmaceuticals Limited,2515.8,2489.7,2524.4,2465.1,2489.3,26.5,1.06,78110,3515.7,1921,42181.8911,
GLENMARK,NSE:GLENMARK,Glenmark Pharmaceuticals Limited,1942,1924.7,1958,1922.3,1921.3,20.7,1.08,979200,2284.8,1275.5,52271.92068,
GLFL,NSE:GLFL,Gujarat Lease Financing Limited,7.61,#N/A,#N/A,#N/A,7.61,0,0,19425,9.74,3.97,20.53237,
GLOBAL,NSE:GLOBAL,Global Education Limited,82.75,81.49,83.1,80.41,81.49,1.26,1.55,169442,90,41,419.9866192,
GLOBALE,NSE:GLOBALE,Globale Tessile Limited,12.49,12.69,12.69,12,12.5,-0.01,-0.08,8772,34.7,11.51,13.4814642,
GLOBALVECT,NSE:GLOBALVECT,Global Vectra Helicorp Limited,198.55,199,205.53,198.01,197.57,0.98,0.5,55643,340,181.31,276.3440782,
GLOBE,NSE:GLOBE,Globe Textiles (India) Limited,2.81,2.86,2.89,2.73,2.82,-0.01,-0.35,1709917,5.22,2.02,131.6946094,
GLOBECIVIL,NSE:GLOBECIVIL,Globe Civil Projects Limited,71.5,79.97,80,71.21,72.17,-0.67,-0.93,292874,95,59.51,386.0898812,
GLOBUSSPR,NSE:GLOBUSSPR,Globus Spirits Limited,1065,1067.9,1067.9,1051.7,1061.3,3.7,0.35,169860,1303.2,751,3040.895565,
GLOSTERLTD,NSE:GLOSTERLTD,Gloster Limited,634.95,622.05,635,620.65,619.4,15.55,2.51,1932,830,532.95,672.2152284,
GMBREW,NSE:GMBREW,GM Breweries Limited,1044.7,1043,1062.5,1014,1032.5,12.2,1.18,1406884,1316.65,579.95,2302.320199,
GMDCLTD,NSE:GMDCLTD,Gujarat Mineral Development Corporation Limited,553.6,543.4,575.9,538.75,528.1,25.5,4.83,3091739,651,226.59,17579.46074,
GMMPFAUDLR,NSE:GMMPFAUDLR,GMM Pfaudler Limited,1138,1157.4,1157.5,1134,1157,-19,-1.64,186561,1418,991.1,5078.22827,
GMRAIRPORT,NSE:GMRAIRPORT,GMR AIRPORTS LIMITED,106.73,107.2,107.21,106.23,106.76,-0.03,-0.03,18386801,107.21,67.75,112496.1191,
GMRP&UI,NSE:GMRP&UI,GMR Power and Urban Infra Limited,121,125.8,125.8,120,124.64,-3.64,-2.92,2678940,141.01,89.36,8496.29451,
GNA,NSE:GNA,GNA Axles Limited,322.4,309.1,325,309.1,307.45,14.95,4.86,23851,448.8,271.05,1353.18209,
GNFC,NSE:GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,496.7,489.65,499.2,488.3,489,7.7,1.57,205427,663.65,449,7241.031227,
GOACARBON,NSE:GOACARBON,Goa Carbon Limited,404.05,407.8,409.65,404,405.9,-1.85,-0.46,21115,815,390,370.6812367,
GOCLCORP,NSE:GOCLCORP,GOCL Corporation Limited,312.75,306.85,312.75,302.4,305.3,7.45,2.44,42966,420.6,245,1521.887787,
GOCOLORS,NSE:GOCOLORS,Go Fashion (India) Limited,524.1,530.75,533.95,523,529.1,-5,-0.95,158039,1150.1,510.6,2765.992652,
GODAVARIB,NSE:GODAVARIB,Godavari Biorefineries Limited,249,251,255.3,239.8,253.35,-4.35,-1.72,176111,408.6,145,1219.692885,
GODFRYPHLP,NSE:GODFRYPHLP,Godfrey Phillips India Limited,2928,2882.3,2960.2,2882.3,2896.7,31.3,1.08,365028,3947,1370.82,45601.404,
GODHA,NSE:GODHA,Godha Cabcon & Insulation Limited,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
GODIGIT,NSE:GODIGIT,Go Digit General Insurance Limited,355.5,356.25,364,354.3,356.9,-1.4,-0.39,509772,381.4,264.6,32448.94151,
GODREJAGRO,NSE:GODREJAGRO,Godrej Agrovet Limited,599.7,602.3,620,597.3,595.7,4,0.67,221560,876.35,560.05,11530.848,
GODREJCP,NSE:GODREJCP,Godrej Consumer Products Limited,1148.8,1149,1166.9,1139.1,1154.2,-5.4,-0.47,1673062,1309,979.5,117058.3054,
GODREJIND,NSE:GODREJIND,Godrej Industries Limited,1048.4,1051,1057.9,1034,1055.6,-7.2,-0.68,96651,1390,766,33864.02322,
GODREJPROP,NSE:GODREJPROP,Godrej Properties Limited,2100,2114.4,2119.8,2086.7,2114.4,-14.4,-0.68,515092,3015,1900,60891.831,
GOENKA,NSE:GOENKA,Goenka Diamond and Jewels Limited,1.15,1.15,1.15,1.15,1.22,-0.07,-5.74,79364,1.44,0.76,36.26014,
GOKEX,NSE:GOKEX,Gokaldas Exports Limited,919,929.35,929.95,912,928.5,-9.5,-1.02,613742,1262.15,668.1,6610.406517,
GOKUL,NSE:GOKUL,Gokul Refoils and Solvent Limited,40.28,40,40.39,39.9,40.14,0.14,0.35,25979,66.23,36.21,393.3665505,
GOKULAGRO,NSE:GOKULAGRO,Gokul Agro Resources Limited,209,205.89,212.27,204.65,205.65,3.35,1.63,1049175,221.2,96.55,5826.174953,
GOLDENTOBC,NSE:GOLDENTOBC,Golden Tobacco Limited,33.1,33,34.4,33,33.56,-0.46,-1.37,1234,45,32.12,58.2067254,
GOLDIAM,NSE:GOLDIAM,Goldiam International Limited,391.3,399.1,407,383.05,398.7,-7.4,-1.86,618516,569,251.35,4118.72976,
GOLDTECH,NSE:GOLDTECH,AION-TECH SOLUTIONS LIMITED,55.88,54.64,56.55,54.22,54.64,1.24,2.27,63433,86.5,46.55,303.4088978,
GOODLUCK,NSE:GOODLUCK,Goodluck India Limited,1148,1157.4,1164.9,1144.5,1157.4,-9.4,-0.81,108771,1349,567.75,3667.493788,
GOPAL,NSE:GOPAL,Gopal Snacks Limited,332.9,334,334,329.2,331.55,1.35,0.41,97381,484.95,255.9,4091.027999,
GOYALALUM,NSE:GOYALALUM,Goyal Aluminiums Limited,6.88,6.93,6.99,6.82,6.92,-0.04,-0.58,58622,11.8,6.16,96.828296,
GPIL,NSE:GPIL,Godawari Power And Ispat limited,234.5,238.2,240.9,232.55,237.2,-2.7,-1.14,2845400,290,145.75,15737.10506,
GPPL,NSE:GPPL,Gujarat Pipavav Port Limited,174.85,181,181.9,174,180.15,-5.3,-2.94,3503095,203,122.5,8395.162517,
GPTHEALTH,NSE:GPTHEALTH,GPT Healthcare Limited,144.3,141.63,144.5,141.49,142.21,2.09,1.47,94488,192,126.1,1167.866966,
GPTINFRA,NSE:GPTINFRA,GPT Infraprojects Limited,107.91,109.06,110.2,107.31,109.06,-1.15,-1.05,412526,153.45,84.48,1341.36995,
GRANULES,NSE:GRANULES,Granules India Limited,549,547.9,555.75,543,545.9,3.1,0.57,762761,628,422,13326.21024,
GRAPHITE,NSE:GRAPHITE,Graphite India Limited,552.45,562,563.4,551.2,558.2,-5.75,-1.03,1412359,651.8,365.75,10652.16988,
GRASIM,NSE:GRASIM,Grasim Industries Limited,2737.2,2748,2748.5,2712,2744,-6.8,-0.25,543708,2977.8,2276.95,185725.8176,
GRAVITA,NSE:GRAVITA,Gravita India Limited,1824.9,1878.5,1878.5,1815.2,1851.9,-27,-1.46,502352,2474.85,1379.65,13295.42044,
GREAVESCOT,NSE:GREAVESCOT,Greaves Cotton Limited,202.95,202.5,205.75,202,202.06,0.89,0.44,2180856,319.5,168.25,4714.974919,
GREENLAM,NSE:GREENLAM,Greenlam Industries Limited,250.25,242.85,251.95,242.85,245.3,4.95,2.02,57265,312,197.42,6320.452047,
GREENPANEL,NSE:GREENPANEL,Greenpanel Industries Limited,253.2,258.25,259.3,251,258.25,-5.05,-1.96,225001,418.8,202.81,3050.690304,
GREENPLY,NSE:GREENPLY,Greenply Industries Limited,282.1,288.2,290.85,282,288,-5.9,-2.05,61477,356,245.1,3407.687325,
GREENPOWER,NSE:GREENPOWER,Orient Green Power Company Limited,13.01,13,13.12,12.9,13,0.01,0.08,3212300,19.4,10.96,1513.285498,
GRINDWELL,NSE:GRINDWELL,Grindwell Norton Limited,1562.9,1577,1595,1561.3,1575.9,-13,-0.82,55591,2280,1356.05,17285.096,
GRINFRA,NSE:GRINFRA,G R Infraprojects Limited,1084,1094.1,1094.1,1072.2,1091.8,-7.8,-0.71,30435,1682,901,10362.06874,
GRMOVER,NSE:GRMOVER,GRM Overseas Limited,469.95,475.3,475.3,467.5,470.9,-0.95,-0.2,856681,503,175.9,2837.983948,
GROBTEA,NSE:GROBTEA,The Grob Tea Company Limited,1028,1049,1049.1,990,1026.3,1.7,0.17,1652,1359.9,747,120.9563304,
GRPLTD,NSE:GRPLTD,GRP Limited,1940,2009.8,2009.8,1940,1993.8,-53.8,-2.7,3980,3534.65,1842.1,974.163434,
GRSE,NSE:GRSE,Garden Reach Shipbuilders & Engineers Limited,2789,2771,2867.8,2755.9,2757.8,31.2,1.13,1210753,3538.4,1184.9,31915.41378,
GRWRHITECH,NSE:GRWRHITECH,Garware Hi-Tech Films Limited,3880.9,3946.5,3946.5,3852.6,3912.4,-31.5,-0.81,110624,5378.1,2317.35,8661.136263,
GSFC,NSE:GSFC,Gujarat State Fertilizers & Chemicals Limited,185.1,186.01,186.81,184.22,184.98,0.12,0.06,931769,231.45,158.3,7260.37125,
GSLSU,NSE:GSLSU,Global Surfaces Limited,128.4,130.99,130.99,127.71,127.93,0.47,0.37,807957,192,84.71,539.5813291,
GSPL,NSE:GSPL,Gujarat State Petronet Limited,294,297,297,294,294.8,-0.8,-0.27,394589,394.8,261.45,16650.26076,
GSS,NSE:GSS,GSS Infotech Limited,19.43,20.4,20.4,19.25,19.69,-0.26,-1.32,92155,81.63,19.25,50.4621626,
GTECJAINX,NSE:GTECJAINX,G-TEC JAINX EDUCATION LIMITED,23.51,24.7,24.99,23.51,22.9,0.61,2.66,3515,40,19.71,24.9710056,
GTL,NSE:GTL,GTL Limited,8.47,8.29,8.64,8.22,8.19,0.28,3.42,236673,14.95,7.59,131.7091817,
GTLINFRA,NSE:GTLINFRA,GTL Infrastructure Limited,1.37,1.35,1.4,1.35,1.35,0.02,1.48,28473465,2.49,1.28,1680.821496,
GTPL,NSE:GTPL,GTPL Hathway Limited,99.35,100.6,101.5,98.8,99.82,-0.47,-0.47,12692,157.99,98.1,1114.465562,
GUFICBIO,NSE:GUFICBIO,Gufic Biosciences Limited,361.85,368.45,373.3,355.1,368.45,-6.6,-1.79,72031,498.25,298.8,3494.483355,
GUJALKALI,NSE:GUJALKALI,Gujarat Alkalies and Chemicals Limited,534.5,536.5,537.9,528,533.75,0.75,0.14,26874,822.55,483.6,3847.167978,
GUJAPOLLO,NSE:GUJAPOLLO,Gujarat Apollo Industries Limited,458,450.3,462,450.3,450.3,7.7,1.71,9924,556,246.55,586.192368,
GUJGASLTD,NSE:GUJGASLTD,Gujarat Gas Limited,402.1,403.15,405.2,398.95,400.75,1.35,0.34,293660,524.25,360.25,27587.16865,
GUJRAFFIA,NSE:GUJRAFFIA,Gujarat Raffia Industries Limited,60.55,60.3,60.55,58.82,57.67,2.88,4.99,31395,105.88,34.87,29.5275346,
GUJTHEM,NSE:GUJTHEM,Gujarat Themis Biosyn Limited,416.25,416,421.95,410,417.1,-0.85,-0.2,194744,479,208,4321.946546,
GULFOILLUB,NSE:GULFOILLUB,Gulf Oil Lubricants India Limited,1180,1200,1200,1170.1,1187.8,-7.8,-0.66,36622,1331.9,911,5635.021047,
GULFPETRO,NSE:GULFPETRO,GP Petroleums Limited,37.5,38.5,38.5,37.24,37.37,0.13,0.35,44708,68,35.56,187.0051767,
GULPOLY,NSE:GULPOLY,Gulshan Polyols Limited,136.5,138.96,139.48,136.5,138.41,-1.91,-1.38,177276,224.47,134.5,845.0596245,
GVKPIL,NSE:GVKPIL,GVK Power & Infrastructure Limited,3.32,3.32,3.32,3.32,3.26,0.06,1.84,707253,5.22,2.95,500.7400805,
GVPIL,NSE:GVPIL,GE Power India Limited,362.1,357.7,367.9,353.45,355.1,7,1.97,338791,390,285.3,2248.106,
GVPTECH,NSE:GVPTECH,GVP Infotech Limited,9.02,9,9.15,8.97,9,0.02,0.22,25955,14.25,7.52,157.3327109,
GVT&D,NSE:GVT&D,GE Vernova T&D India Limited,2889,2983.8,2990.4,2877.7,2984,-95,-3.18,1125773,3323.8,1254,72937.21,
HAL,NSE:HAL,Hindustan Aeronautics Limited,4489.9,4535,4535,4461,4517.8,-27.9,-0.62,997193,5165,3046.05,300234.2186,
HAPPSTMNDS,NSE:HAPPSTMNDS,Happiest Minds Technologies Limited,497.2,505,505,496.2,500.65,-3.45,-0.69,262940,787.65,486.6,7443.269421,
HAPPYFORGE,NSE:HAPPYFORGE,Happy Forgings Limited,1040.1,1035,1040.9,1027.2,1038,2.1,0.2,72613,1134.8,724.1,9403.694694,
HARDWYN,NSE:HARDWYN,Hardwyn India Limited,17.22,17.53,17.9,16.93,17.54,-0.32,-1.82,2379244,25.71,10.75,786.983587,
HARIOMPIPE,NSE:HARIOMPIPE,Hariom Pipe Industries Limited,343.6,350,353.45,342.15,346.35,-2.75,-0.79,127545,594.85,320.35,1034.666893,
HARRMALAYA,NSE:HARRMALAYA,Harrisons Malayalam Limited,174,175.5,176,173.07,174.43,-0.43,-0.25,10793,341.85,170,315.8988481,
HARSHA,NSE:HARSHA,Harsha Engineers International Limited,392.5,390,397.95,386,391.45,1.05,0.27,32478,560,329.95,3539.397403,
